date,price
2017-02-02,3.119
2017-02-03,3.1235
2017-02-04
2017-02-05
2017-02-06,3.1173
2017-02-07,3.1298
2017-02-08,3.1248
2017-02-09,3.1179
2017-02-10,3.1149
2017-02-11
2017-02-12
2017-02-13,3.1169
2017-02-14,3.0998
2017-02-15,3.0773
2017-02-16,3.0504
2017-02-17,3.0944
2017-02-18
2017-02-19
2017-02-20,3.0912
2017-02-21,3.0964
2017-02-22,3.0818
2017-02-23,3.0632
2017-02-24,3.0987
2017-02-25
2017-02-26
2017-02-27
2017-02-28
2017-03-01,3.097
2017-03-02,3.1132
2017-03-03,3.1358
2017-03-04
2017-03-05
2017-03-06,3.1105
2017-03-07,3.1179
2017-03-08,3.1471
2017-03-09,3.1729
2017-03-10,3.1617
2017-03-11
2017-03-12
2017-03-13,3.1535
2017-03-14,3.1633
2017-03-15,3.1623
2017-03-16,3.1074
2017-03-17,3.1069
2017-03-18
2017-03-19
2017-03-20,3.0892
2017-03-21,3.0759
2017-03-22,3.0933
2017-03-23,3.1242
2017-03-24,3.1276
2017-03-25
2017-03-26
2017-03-27,3.125
2017-03-28,3.1297
2017-03-29,3.1223
2017-03-30,3.1241
2017-03-31,3.1678
2017-04-01
2017-04-02
2017-04-03,3.1161
2017-04-04,3.1225
2017-04-05,3.0917
2017-04-06,3.1154
2017-04-07,3.1296
2017-04-08
2017-04-09
2017-04-10,3.1403
2017-04-11,3.1418
2017-04-12,3.1457
2017-04-13,3.1263
2017-04-14
2017-04-15
2017-04-16
2017-04-17,3.103
2017-04-18,3.0952
2017-04-19,3.1288
2017-04-20,3.1447
2017-04-21
2017-04-22
2017-04-23
2017-04-24,3.1245
2017-04-25,3.1571
2017-04-26,3.1841
2017-04-27,3.1757
2017-04-28,3.1978
2017-04-29
2017-04-30
2017-05-01
2017-05-02,3.1718
2017-05-03,3.1483
2017-05-04,3.1774
2017-05-05,3.1758
2017-05-06
2017-05-07
2017-05-08,3.1932
2017-05-09,3.1851
2017-05-10,3.16
2017-05-11,3.1553
2017-05-12,3.1284
2017-05-13
2017-05-14
2017-05-15,3.1005
2017-05-16,3.0918
2017-05-17,3.107
2017-05-18,3.3756
2017-05-19,3.2872
2017-05-20
2017-05-21
2017-05-22,3.2857
2017-05-23,3.2648
2017-05-24,3.2623
2017-05-25,3.2818
2017-05-26,3.2608
2017-05-27
2017-05-28
2017-05-29,3.2703
2017-05-30,3.2653
2017-05-31,3.2431
2017-06-01,3.2301
2017-06-02,3.2395
2017-06-03
2017-06-04
2017-06-05,3.2814
2017-06-06,3.2811
2017-06-07,3.2741
2017-06-08,3.2832
2017-06-09,3.2734
2017-06-10
2017-06-11
2017-06-12,3.298
2017-06-13,3.3202
2017-06-14,3.283
2017-06-15
2017-06-16,3.2886
2017-06-17
2017-06-18
2017-06-19,3.2969
2017-06-20,3.3139
2017-06-21,3.3241
2017-06-22,3.3356
2017-06-23,3.3336
2017-06-24
2017-06-25
2017-06-26,3.3122
2017-06-27,3.3166
2017-06-28,3.3024
2017-06-29,3.2946
2017-06-30,3.3076
2017-07-01
2017-07-02
2017-07-03,3.3009
2017-07-04,3.3044
2017-07-05,3.3187
2017-07-06,3.3058
2017-07-07,3.2889
2017-07-08
2017-07-09
2017-07-10,3.2644
2017-07-11,3.2516
2017-07-12,3.2258
2017-07-13,3.2102
2017-07-14,3.1893
2017-07-15
2017-07-16
2017-07-17,3.1815
2017-07-18,3.1662
2017-07-19,3.1527
2017-07-20,3.1396
2017-07-21,3.125
2017-07-22
2017-07-23
2017-07-24,3.1453
2017-07-25,3.155
2017-07-26,3.1651
2017-07-27,3.1507
2017-07-28,3.1451
2017-07-29
2017-07-30
2017-07-31,3.1301
2017-08-01,3.1154
2017-08-02,3.1262
2017-08-03,3.1188
2017-08-04,3.1218
2017-08-05
2017-08-06
2017-08-07,3.1261
2017-08-08,3.1314
2017-08-09,3.1458
2017-08-10,3.1537
2017-08-11,3.1689
2017-08-12
2017-08-13
2017-08-14,3.1882
2017-08-15,3.197
2017-08-16,3.1664
2017-08-17,3.1597
2017-08-18,3.1648
2017-08-19
2017-08-20
2017-08-21,3.1437
2017-08-22,3.1533
2017-08-23,3.1563
2017-08-24,3.1398
2017-08-25,3.1456
2017-08-26
2017-08-27
2017-08-28,3.1557
2017-08-29,3.1689
2017-08-30,3.1632
2017-08-31,3.1465
2017-09-01,3.1327
2017-09-02
2017-09-03
2017-09-04,3.1383
2017-09-05,3.1197
2017-09-06,3.1127
2017-09-07
2017-09-08,3.0902
